# material: nickel 
# phonon heat capacity (DFT calculation spin resolved) 
# temperature [K], heat capacity [J/(m^3K)] 
1060.10 3.761557e+06
1063.44 3.761704e+06
1066.78 3.761848e+06
1070.12 3.761992e+06
1073.46 3.762134e+06
1076.79 3.762275e+06
1080.13 3.762414e+06
1083.47 3.762552e+06
1086.81 3.762689e+06
1090.15 3.762825e+06
1093.49 3.762959e+06
1096.83 3.763093e+06
1100.17 3.763225e+06
1103.51 3.763355e+06
1106.84 3.763485e+06
1110.18 3.763614e+06
1113.52 3.763741e+06
1116.86 3.763867e+06
1120.20 3.763992e+06
1123.54 3.764116e+06
1126.88 3.764239e+06
1130.22 3.764361e+06
1133.56 3.764482e+06
1136.89 3.764601e+06
1140.23 3.764720e+06
1143.57 3.764838e+06
1146.91 3.764954e+06
1150.25 3.765070e+06
1153.59 3.765184e+06
1156.93 3.765298e+06
1160.27 3.765411e+06
1163.61 3.765522e+06
1166.94 3.765633e+06
1170.28 3.765743e+06
1173.62 3.765852e+06
1176.96 3.765959e+06
1180.30 3.766066e+06
1183.64 3.766173e+06
1186.98 3.766278e+06
1190.32 3.766382e+06
1193.66 3.766486e+06
1196.99 3.766588e+06
1200.33 3.766690e+06
1203.67 3.766791e+06
1207.01 3.766891e+06
1210.35 3.766990e+06
1213.69 3.767089e+06
1217.03 3.767186e+06
1220.37 3.767283e+06
1223.71 3.767379e+06
1227.05 3.767474e+06
1230.38 3.767569e+06
1233.72 3.767663e+06
1237.06 3.767756e+06
1240.40 3.767848e+06
1243.74 3.767939e+06
1247.08 3.768030e+06
1250.42 3.768120e+06
1253.76 3.768209e+06
1257.10 3.768298e+06
1260.43 3.768386e+06
1263.77 3.768473e+06
1267.11 3.768560e+06
1270.45 3.768646e+06
1273.79 3.768731e+06
1277.13 3.768815e+06
1280.47 3.768899e+06
1283.81 3.768982e+06
1287.15 3.769065e+06
1290.48 3.769147e+06
1293.82 3.769228e+06
1297.16 3.769309e+06
1300.50 3.769389e+06
1303.84 3.769468e+06
1307.18 3.769547e+06
1310.52 3.769625e+06
1313.86 3.769703e+06
1317.20 3.769780e+06
1320.53 3.769857e+06
1323.87 3.769933e+06
1327.21 3.770008e+06
1330.55 3.770083e+06
1333.89 3.770157e+06
1337.23 3.770231e+06
1340.57 3.770304e+06
1343.91 3.770376e+06
1347.25 3.770448e+06
1350.58 3.770520e+06
1353.92 3.770591e+06
1357.26 3.770661e+06
1360.60 3.770731e+06
1363.94 3.770801e+06
1367.28 3.770869e+06
1370.62 3.770938e+06
1373.96 3.771006e+06
1377.30 3.771073e+06
1380.63 3.771140e+06
1383.97 3.771207e+06
1387.31 3.771273e+06
