# material: nickel 
# electron-phonon coupling parameter G_ep (DFT calculation not spin resolved) 
# temperature [K], g_ep [W/(m^3K)] 
1502.50 2.400423e+18
1505.84 2.400184e+18
1509.18 2.399958e+18
1512.52 2.399745e+18
1515.86 2.399544e+18
1519.20 2.399355e+18
1522.54 2.399179e+18
1525.88 2.399016e+18
1529.22 2.398864e+18
1532.55 2.398726e+18
1535.89 2.398600e+18
1539.23 2.398487e+18
1542.57 2.398386e+18
1545.91 2.398298e+18
1549.25 2.398222e+18
1552.59 2.398159e+18
1555.93 2.398108e+18
1559.27 2.398071e+18
1562.60 2.398045e+18
1565.94 2.398033e+18
1569.28 2.398033e+18
1572.62 2.398046e+18
1575.96 2.398071e+18
1579.30 2.398109e+18
1582.64 2.398160e+18
1585.98 2.398224e+18
1589.32 2.398300e+18
1592.65 2.398389e+18
1595.99 2.398491e+18
1599.33 2.398605e+18
1602.67 2.398733e+18
1606.01 2.398873e+18
1609.35 2.399026e+18
1612.69 2.399192e+18
1616.03 2.399371e+18
1619.37 2.399313e+18
1622.70 2.399005e+18
1626.04 2.398708e+18
1629.38 2.398423e+18
1632.72 2.398148e+18
1636.06 2.397884e+18
1639.40 2.397632e+18
1642.74 2.397390e+18
1646.08 2.397160e+18
1649.42 2.396941e+18
1652.75 2.396733e+18
1656.09 2.396536e+18
1659.43 2.396350e+18
1662.77 2.396175e+18
1666.11 2.396011e+18
1669.45 2.395859e+18
1672.79 2.395717e+18
1676.13 2.395587e+18
1679.47 2.395468e+18
1682.80 2.395360e+18
1686.14 2.395263e+18
1689.48 2.395177e+18
1692.82 2.395102e+18
1696.16 2.395039e+18
1699.50 2.394987e+18
1702.84 2.394946e+18
1706.18 2.394916e+18
1709.52 2.394897e+18
1712.85 2.394890e+18
1716.19 2.394893e+18
1719.53 2.394908e+18
1722.87 2.394934e+18
1726.21 2.394972e+18
1729.55 2.395020e+18
1732.89 2.395080e+18
1736.23 2.395151e+18
1739.57 2.395234e+18
1742.90 2.395327e+18
1746.24 2.395432e+18
1749.58 2.395549e+18
1752.92 2.395676e+18
1756.26 2.395815e+18
1759.60 2.395966e+18
1762.94 2.396127e+18
1766.28 2.396300e+18
1769.62 2.396484e+18
1772.95 2.396680e+18
1776.29 2.396887e+18
1779.63 2.397106e+18
1782.97 2.397336e+18
1786.31 2.397577e+18
1789.65 2.397830e+18
1792.99 2.398094e+18
1796.33 2.398370e+18
1799.67 2.398657e+18
1803.01 2.398955e+18
1806.34 2.399266e+18
1809.68 2.399587e+18
1813.02 2.399921e+18
1816.36 2.400034e+18
1819.70 2.399577e+18
1823.04 2.399129e+18
1826.38 2.398690e+18
1829.72 2.398260e+18
1833.06 2.397839e+18
1836.39 2.397428e+18
1839.73 2.397025e+18
1843.07 2.396631e+18
1846.41 2.396245e+18
