# material: nickel 
# electron-phonon coupling parameter G_ep, sum of majority and minority contributions (DFT calculation spin resolved) 
# temperature [K], g_ep [W/(m^3K)] 
0801.34 1.938273e+18
0804.67 1.939576e+18
0808.01 1.940864e+18
0811.35 1.942139e+18
0814.69 1.943399e+18
0818.03 1.944646e+18
0821.37 1.945878e+18
0824.71 1.947097e+18
0828.05 1.948302e+18
0831.39 1.949493e+18
0834.72 1.950670e+18
0838.06 1.951834e+18
0841.40 1.952984e+18
0844.74 1.954121e+18
0848.08 1.955244e+18
0851.42 1.956354e+18
0854.76 1.957450e+18
0858.10 1.958533e+18
0861.44 1.959603e+18
0864.77 1.960660e+18
0868.11 1.961703e+18
0871.45 1.962734e+18
0874.79 1.963751e+18
0878.13 1.964755e+18
0881.47 1.965746e+18
0884.81 1.966725e+18
0888.15 1.967691e+18
0891.49 1.968644e+18
0894.82 1.969584e+18
0898.16 1.970512e+18
0901.50 1.971427e+18
0904.84 1.972330e+18
0908.18 1.973363e+18
0911.52 1.974387e+18
0914.86 1.975400e+18
0918.20 1.976400e+18
0921.54 1.977388e+18
0924.87 1.978364e+18
0928.21 1.979328e+18
0931.55 1.980280e+18
0934.89 1.981221e+18
0938.23 1.982149e+18
0941.57 1.983066e+18
0944.91 1.983971e+18
0948.25 1.984865e+18
0951.59 1.985747e+18
0954.92 1.986618e+18
0958.26 1.987477e+18
0961.60 1.988325e+18
0964.94 1.989161e+18
0968.28 1.989987e+18
0971.62 1.990801e+18
0974.96 1.991604e+18
0978.30 1.992397e+18
0981.64 1.993178e+18
0984.97 1.993948e+18
0988.31 1.994708e+18
0991.65 1.995456e+18
0994.99 1.996195e+18
0998.33 1.996922e+18
1001.67 1.997639e+18
1005.01 1.998345e+18
1008.35 1.999041e+18
1011.69 1.999727e+18
1015.03 2.000402e+18
1018.36 2.001067e+18
1021.70 2.001722e+18
1025.04 2.002367e+18
1028.38 2.003002e+18
1031.72 2.003627e+18
1035.06 2.004242e+18
1038.40 2.004847e+18
1041.74 2.005442e+18
1045.08 2.006027e+18
1048.41 2.006603e+18
1051.75 2.007170e+18
1055.09 2.007726e+18
1058.43 2.008274e+18
1061.77 2.008812e+18
1065.11 2.009340e+18
1068.45 2.009860e+18
1071.79 2.010370e+18
1075.13 2.010871e+18
1078.46 2.011363e+18
1081.80 2.011845e+18
1085.14 2.012319e+18
1088.48 2.012784e+18
1091.82 2.013240e+18
1095.16 2.013688e+18
1098.50 2.014127e+18
1101.84 2.014557e+18
1105.18 2.014978e+18
1108.51 2.015391e+18
1111.85 2.015796e+18
1115.19 2.016192e+18
1118.53 2.016579e+18
1121.87 2.016959e+18
1125.21 2.017330e+18
1128.55 2.017693e+18
1131.89 2.018048e+18
1135.23 2.018395e+18
1138.56 2.018734e+18
1141.90 2.019065e+18
1145.24 2.019388e+18
1148.58 2.019704e+18
1151.92 2.020011e+18
1155.26 2.020311e+18
1158.60 2.020603e+18
1161.94 2.020888e+18
1165.28 2.021165e+18
1168.61 2.021435e+18
1171.95 2.021697e+18
1175.29 2.021952e+18
1178.63 2.022200e+18
1181.97 2.022440e+18
1185.31 2.022673e+18
1188.65 2.022900e+18
1191.99 2.023119e+18
1195.33 2.023331e+18
1198.66 2.023536e+18
1202.00 2.023734e+18
1205.34 2.023925e+18
1208.68 2.024110e+18
1212.02 2.024287e+18
1215.36 2.024458e+18
1218.70 2.024623e+18
1222.04 2.024780e+18
1225.38 2.024932e+18
1228.71 2.025076e+18
1232.05 2.025215e+18
1235.39 2.025347e+18
1238.73 2.025472e+18
1242.07 2.025592e+18
1245.41 2.025705e+18
1248.75 2.025811e+18
1252.09 2.025912e+18
1255.43 2.026007e+18
1258.76 2.026095e+18
1262.10 2.026178e+18
1265.44 2.026255e+18
1268.78 2.026326e+18
1272.12 2.026391e+18
1275.46 2.026450e+18
1278.80 2.026503e+18
1282.14 2.026551e+18
1285.48 2.026593e+18
1288.81 2.026629e+18
1292.15 2.026660e+18
1295.49 2.026686e+18
1298.83 2.026705e+18
1302.17 2.026720e+18
1305.51 2.026729e+18
1308.85 2.026733e+18
1312.19 2.026731e+18
1315.53 2.026724e+18
1318.86 2.026712e+18
1322.20 2.026695e+18
1325.54 2.026673e+18
1328.88 2.026646e+18
1332.22 2.026613e+18
1335.56 2.026576e+18
1338.90 2.026534e+18
1342.24 2.026487e+18
1345.58 2.026434e+18
1348.91 2.026378e+18
1352.25 2.026316e+18
1355.59 2.026250e+18
1358.93 2.026179e+18
1362.27 2.026103e+18
1365.61 2.026022e+18
1368.95 2.025938e+18
1372.29 2.025848e+18
1375.63 2.025754e+18
1378.96 2.025656e+18
1382.30 2.025553e+18
1385.64 2.025446e+18
1388.98 2.025334e+18
